Region;Comuna;Codigo comuna;Fecha;Clave;Casos Diarios;Casos Acumulados;Muertes;Casos Activos;Recuperados;Recuperados Diarios;Día;Fallecidos Diarios;on-off;Max Día;Poblacion
Valparaíso;Algarrobo;5602;43989;560243989;0;46;3;0;43;5;72;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43990;560243990;7;53;3;7;43;0;73;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43991;560243991;0;53;3;7;43;0;74;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43992;560243992;0;53;4;5;44;1;75;1;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43993;560243993;0;53;4;3;46;2;76;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43994;560243994;1;54;4;4;46;0;77;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43995;560243995;8;62;4;5;53;7;78;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43996;560243996;1;63;4;6;53;0;79;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43997;560243997;0;63;4;6;53;0;80;0;ON;79;15174.0 
Valparaíso;Algarrobo;5602;43998;560243998;0;63;4;6;53;0;81;0;ON;79;15174.0 
Metropolitana;Alhué;13502;43971;1350243971;1;1;0;1;0;0;1;0;START;26;7405.0 
Metropolitana;Alhué;13502;43972;1350243972;1;2;0;2;0;0;2;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43973;1350243973;0;2;0;2;0;0;3;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43974;1350243974;1;3;0;3;0;0;4;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43975;1350243975;0;3;0;3;0;0;5;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43976;1350243976;0;3;0;2;1;1;6;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43977;1350243977;1;4;0;2;2;1;7;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43978;1350243978;1;5;0;3;2;0;8;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43979;1350243979;0;5;0;2;3;1;9;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43980;1350243980;0;5;0;2;3;0;10;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43981;1350243981;0;5;0;2;3;0;11;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43982;1350243982;0;5;0;1;4;1;12;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43983;1350243983;0;5;0;0;5;1;13;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43984;1350243984;0;5;0;0;5;0;14;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43985;1350243985;0;5;0;0;5;0;15;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43986;1350243986;0;5;0;0;5;0;16;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43987;1350243987;0;5;0;0;5;0;17;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43988;1350243988;0;5;0;0;5;0;18;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43989;1350243989;0;5;0;0;5;0;19;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43990;1350243990;0;5;0;0;5;0;20;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43991;1350243991;0;5;0;0;5;0;21;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43992;1350243992;0;5;0;0;5;0;22;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43993;1350243993;0;5;0;0;5;0;23;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43994;1350243994;0;5;0;0;5;0;24;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43995;1350243995;0;5;0;0;5;0;25;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43996;1350243996;0;5;0;0;5;0;26;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43997;1350243997;0;5;0;0;5;0;27;0;ON;26;7405.0 
Metropolitana;Alhué;13502;43998;1350243998;0;5;0;0;5;0;28;0;ON;26;7405.0 
Biobío;Alto Biobío;8314;43973;831443973;1;1;0;1;0;0;1;0;START;24;6775.0 
Biobío;Alto Biobío;8314;43974;831443974;3;4;0;4;0;0;2;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43975;831443975;7;11;0;11;0;0;3;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43976;831443976;6;17;0;17;0;0;4;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43977;831443977;2;19;0;19;0;0;5;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43978;831443978;0;19;0;18;1;1;6;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43979;831443979;17;36;0;32;4;3;7;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43980;831443980;9;45;0;34;11;7;8;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43981;831443981;24;69;0;52;17;6;9;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43982;831443982;12;81;0;62;19;2;10;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43983;831443983;7;88;0;69;19;0;11;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43984;831443984;0;88;0;52;36;17;12;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43985;831443985;5;93;0;48;45;9;13;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43986;831443986;5;98;0;29;69;24;14;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43987;831443987;0;98;0;17;81;12;15;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43988;831443988;17;115;0;27;88;7;16;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43989;831443989;4;119;0;31;88;0;17;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43990;831443990;1;120;0;27;93;5;18;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43991;831443991;1;121;0;23;98;5;19;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43992;831443992;0;121;0;23;98;0;20;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43993;831443993;0;121;0;6;115;17;21;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43994;831443994;2;123;0;4;119;4;22;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43995;831443995;4;127;0;7;120;1;23;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43996;831443996;0;127;0;6;121;1;24;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43997;831443997;0;127;0;6;121;0;25;0;ON;24;6775.0 
Biobío;Alto Biobío;8314;43998;831443998;0;127;0;6;121;0;26;0;ON;24;6775.0 
Atacama;Alto del Carmen;3302;43986;330243986;1;1;0;1;0;0;1;0;START;11;5729.0 
Atacama;Alto del Carmen;3302;43987;330243987;0;1;0;1;0;0;2;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43988;330243988;0;1;0;1;0;0;3;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43989;330243989;1;2;0;2;0;0;4;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43990;330243990;0;2;0;2;0;0;5;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43991;330243991;0;2;0;1;1;1;6;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43992;330243992;0;2;0;1;1;0;7;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43993;330243993;0;2;0;1;1;0;8;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43994;330243994;0;2;0;0;2;1;9;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43995;330243995;0;2;0;0;2;0;10;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43996;330243996;0;2;0;0;2;0;11;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43997;330243997;0;2;0;0;2;0;12;0;ON;11;5729.0 
Atacama;Alto del Carmen;3302;43998;330243998;0;2;0;0;2;0;13;0;ON;11;5729.0 
Tarapacá;Alto Hospicio;1107;43915;110743915;1;1;0;1;0;0;1;0;START;82;129999.0 
Tarapacá;Alto Hospicio;1107;43916;110743916;0;1;0;1;0;0;2;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43917;110743917;0;1;0;1;0;0;3;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43918;110743918;0;1;0;1;0;0;4;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43919;110743919;0;1;0;1;0;0;5;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43920;110743920;2;3;0;2;1;1;6;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43921;110743921;0;3;0;2;1;0;7;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43922;110743922;0;3;0;2;1;0;8;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43923;110743923;0;3;0;2;1;0;9;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43924;110743924;1;4;0;3;1;0;10;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43925;110743925;0;4;0;1;3;2;11;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43926;110743926;1;5;0;2;3;0;12;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43927;110743927;1;6;0;3;3;0;13;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43928;110743928;2;8;0;5;3;0;14;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43929;110743929;0;8;0;4;4;1;15;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43930;110743930;1;9;0;5;4;0;16;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43931;110743931;1;10;0;5;5;1;17;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43932;110743932;0;10;0;4;6;1;18;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43933;110743933;3;13;0;5;8;2;19;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43934;110743934;0;13;0;5;8;0;20;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43935;110743935;2;15;0;6;9;1;21;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43936;110743936;0;15;0;5;10;1;22;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43937;110743937;1;16;0;6;10;0;23;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43938;110743938;0;16;0;3;13;3;24;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43939;110743939;6;22;0;9;13;0;25;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43940;110743940;3;25;0;10;15;2;26;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43941;110743941;2;27;0;12;15;0;27;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43942;110743942;3;30;0;14;16;1;28;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43943;110743943;3;33;0;17;16;0;29;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43944;110743944;3;36;0;14;22;6;30;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43945;110743945;3;39;0;14;25;3;31;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43946;110743946;4;43;0;16;27;2;32;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43947;110743947;6;49;0;19;30;3;33;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43948;110743948;6;55;0;22;33;3;34;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43949;110743949;2;57;0;21;36;3;35;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43950;110743950;10;67;0;28;39;3;36;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43951;110743951;4;71;0;28;43;4;37;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43952;110743952;2;73;0;24;49;6;38;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43953;110743953;5;78;0;23;55;6;39;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43954;110743954;37;115;0;58;57;2;40;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43955;110743955;7;122;0;55;67;10;41;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43956;110743956;2;124;0;53;71;4;42;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43957;110743957;2;126;0;53;73;2;43;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43958;110743958;14;140;0;62;78;5;44;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43959;110743959;5;145;0;30;115;37;45;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43960;110743960;13;158;0;36;122;7;46;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43961;110743961;12;170;0;46;124;2;47;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43962;110743962;12;182;0;56;126;2;48;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43963;110743963;12;194;0;54;140;14;49;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43964;110743964;18;212;0;67;145;5;50;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43965;110743965;28;240;0;82;158;13;51;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43966;110743966;35;275;1;104;170;12;52;1;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43967;110743967;18;293;1;110;182;12;53;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43968;110743968;56;349;2;153;194;12;54;1;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43969;110743969;30;379;2;165;212;18;55;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43970;110743970;15;394;2;152;240;28;56;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43971;110743971;14;408;2;131;275;35;57;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43972;110743972;41;449;2;154;293;18;58;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43973;110743973;56;505;3;153;349;56;59;1;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43974;110743974;27;532;3;150;379;30;60;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43975;110743975;39;571;3;174;394;15;61;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43976;110743976;16;587;3;176;408;14;62;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43977;110743977;35;622;4;169;449;41;63;1;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43978;110743978;9;631;4;122;505;56;64;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43979;110743979;67;698;4;162;532;27;65;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43980;110743980;45;743;5;167;571;39;66;1;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43981;110743981;84;827;8;232;587;16;67;3;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43982;110743982;35;862;8;232;622;35;68;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43983;110743983;56;918;8;279;631;9;69;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43984;110743984;29;947;8;241;698;67;70;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43985;110743985;30;977;8;226;743;45;71;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43986;110743986;37;1014;8;179;827;84;72;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43987;110743987;71;1085;8;215;862;35;73;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43988;110743988;51;1136;10;208;918;56;74;2;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43989;110743989;45;1181;10;224;947;29;75;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43990;110743990;70;1251;10;264;977;30;76;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43991;110743991;36;1287;10;263;1014;37;77;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43992;110743992;29;1316;10;221;1085;71;78;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43993;110743993;22;1338;10;192;1136;51;79;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43994;110743994;26;1364;10;173;1181;45;80;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43995;110743995;42;1406;10;145;1251;70;81;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43996;110743996;31;1437;10;140;1287;36;82;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43997;110743997;0;1437;10;111;1316;29;83;0;ON;82;129999.0 
Tarapacá;Alto Hospicio;1107;43998;110743998;0;1437;10;89;1338;22;84;0;ON;82;129999.0 
Los Lagos;Ancud;10202;43915;1020243915;1;1;0;1;0;0;1;0;START;82;42458.0 
Los Lagos;Ancud;10202;43916;1020243916;0;1;0;1;0;0;2;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43917;1020243917;0;1;0;1;0;0;3;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43918;1020243918;0;1;0;1;0;0;4;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43919;1020243919;0;1;0;1;0;0;5;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43920;1020243920;0;1;0;0;1;1;6;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43921;1020243921;0;1;0;0;1;0;7;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43922;1020243922;0;1;0;0;1;0;8;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43923;1020243923;0;1;0;0;1;0;9;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43924;1020243924;1;2;0;1;1;0;10;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43925;1020243925;0;2;0;1;1;0;11;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43926;1020243926;0;2;0;1;1;0;12;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43927;1020243927;0;2;0;1;1;0;13;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43928;1020243928;1;3;0;2;1;0;14;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43929;1020243929;0;3;0;1;2;1;15;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43930;1020243930;0;3;0;1;2;0;16;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43931;1020243931;0;3;0;1;2;0;17;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43932;1020243932;0;3;0;1;2;0;18;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43933;1020243933;0;3;0;0;3;1;19;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43934;1020243934;0;3;0;0;3;0;20;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43935;1020243935;0;3;0;0;3;0;21;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43936;1020243936;1;4;0;1;3;0;22;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43937;1020243937;0;4;0;1;3;0;23;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43938;1020243938;2;6;0;3;3;0;24;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43939;1020243939;2;8;0;5;3;0;25;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43940;1020243940;1;9;0;6;3;0;26;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43941;1020243941;2;11;0;7;4;1;27;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43942;1020243942;0;11;0;7;4;0;28;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43943;1020243943;0;11;0;5;6;2;29;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43944;1020243944;1;12;0;4;8;2;30;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43945;1020243945;0;12;0;3;9;1;31;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43946;1020243946;0;12;0;1;11;2;32;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43947;1020243947;0;12;0;1;11;0;33;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43948;1020243948;0;12;0;1;11;0;34;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43949;1020243949;0;12;0;0;12;1;35;0;ON;82;42458.0 
Los Lagos;Ancud;10202;43950;1020243950;1;13;0;1;12;0;36;0;ON;82;42458.0 
