1;24 de Diciembre;NA;80821;43988;2
2;24 de Diciembre;-8,23E-11;80821;43989;3
3;24 de Diciembre;-6,72E-11;80821;43990;4
4;24 de Diciembre;0;80821;43991;5
5;24 de Diciembre;-5,21E-11;80821;43992;6
6;24 de Diciembre;-4,75E-11;80821;43993;7
7;24 de Diciembre;-4,40E-11;80821;43994;8
8;24 de Diciembre;-8,23E-11;80821;43995;9
9;24 de Diciembre;-3,88E-11;80821;43996;10
10;24 de Diciembre;-3,68E-11;80821;43997;11
11;24 de Diciembre;-1,05E-10;80821;43998;12
12;24 de Diciembre;0;80821;43999;13
13;24 de Diciembre;-6,46E-11;80821;44000;14
14;24 de Diciembre;-6,22E-11;80821;44001;15
15;24 de Diciembre;0;80821;44002;16
16;24 de Diciembre;-5,82E-11;80821;44003;17
17;24 de Diciembre;-5,65E-11;80821;44004;18
18;24 de Diciembre;0;80821;44005;19
19;24 de Diciembre;-5,34E-11;80821;44006;20
20;24 de Diciembre;-2,60E-11;80821;44007;21
21;24 de Diciembre;-5,08E-11;80821;44008;22
22;24 de Diciembre;-2,48E-11;80821;44009;23
23;24 de Diciembre;0;80821;44010;24
24;24 de Diciembre;-2,38E-11;80821;44011;25
25;24 de Diciembre;-9,31E-11;80821;44012;26
26;24 de Diciembre;-0,961689114;80821;44013;27
27;24 de Diciembre;-1,334401341;80821;44014;28
28;24 de Diciembre;-1,285861306;80821;44015;29
29;24 de Diciembre;-1,240729222;80821;44016;30
30;24 de Diciembre;-1,198658307;80821;44017;31
31;24 de Diciembre;-1,159347291;80821;44018;32
32;24 de Diciembre;-1,122533187;80821;44019;33
33;24 de Diciembre;-1,087985398;80821;44020;34
34;24 de Diciembre;-1,055500874;80821;44021;35
35;24 de Diciembre;-1,024900122;80821;44022;36
36;24 de Diciembre;-0,996023885;80821;44023;37
37;24 de Diciembre;-0,968730366;80821;44024;38
38;24 de Diciembre;-0,9428929;80821;44025;39
39;24 de Diciembre;-0,918397989;80821;44026;40
40;24 de Diciembre;-0,895143632;80821;44027;41
41;24 de Diciembre;-0,873037908;80821;44028;42
42;24 de Diciembre;-0,851997759;80821;44029;43
43;24 de Diciembre;-0,831947944;80821;44030;44
44;24 de Diciembre;-0,812820147;80821;44031;45
45;24 de Diciembre;-0,794552193;80821;44032;46
46;24 de Diciembre;-0,777087375;80821;44033;47
47;24 de Diciembre;-0,760373865;80821;44034;48
48;24 de Diciembre;-0,744364201;80821;44035;49
49;24 de Diciembre;-0,729014837;80821;44036;50
50;24 de Diciembre;-0,714285746;80821;44037;51
51;24 de Diciembre;-0,700140073;80821;44038;52
52;24 de Diciembre;-0,686543826;80821;44039;53
53;24 de Diciembre;-0,673465603;80821;44040;54
54;24 de Diciembre;-0,660876351;80821;44041;55
55;24 de Diciembre;-0,648749149;80821;44042;56
56;24 de Diciembre;-0,637059018;80821;44043;57
57;24 de Diciembre;-0,625782746;80821;44044;58
58;24 de Diciembre;-0,614898737;80821;44045;59
